ID	DOCULECT	CONCEPT	VALUE	IPA	TOKENS	SEGMENTS	MORPHEMES	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
3909	Nanchang	pull	la⁴²	la⁴²	l a ⁴²	l a ⁴²	PULL	397	690	592	312	拉	拉		拉	i n t	
3910	Meixian	pull	paŋ³³	paŋ³³	p a ŋ ³³	p a ŋ ³³	PULL	701	693	595	315	手+方	㧍		拉	i n c t	
3911	Guilin	pull	tʰuo⁴²	tʰwo⁴²	tʰ w o ⁴²	tʰ u o ⁴²	PULL	702	692	596	314	拖	拖		拉	i m n t	
3912	Guangzhou	pull	lai⁵³	lai⁵³	l ai ⁵³	l a i ⁵³	PULL	397	690	592	312	拉	拉		拉	i n N t	
3913	Fuzhou	pull	pɛiʔ⁵	pɛiʔ⁵	p ɛi ʔ ⁵	p ɛ i ʔ ⁵	PULL	621	691	284	313	撥	撥		拉	i n N c t	
3914	Xiamen	pull	la⁵⁵	la⁵⁵	l a ⁵⁵	l a ⁵⁵	PULL	397	690	592	312	拉	拉		拉	i n t	
3915	Beijing	come	lɛ³⁵	lɛ³⁵	l ɛ ³⁵	l ɛ ³⁵	COME	703	107	109	52	來	來		來	i n t	
3916	Ha_erbin	come	lai²⁴	lai²⁴	l ai ²⁴	l a i ²⁴	COME	703	107	109	52	來	來		來	i n N t	
3917	Jinan	come	lɛ⁵³	lɛ⁵³	l ɛ ⁵³	l ɛ ⁵³	COME	703	107	109	52	來	來		來	i n t	
3918	Rongcheng	come	lai³⁵	lai³⁵	l ai ³⁵	l a i ³⁵	COME	703	107	109	52	來	來		來	i n N t	
3919	Taiyuan	come	lai²¹	lai²¹	l ai ²¹	l a i ²¹	COME	703	107	109	52	來	來		來	i n N t	
3920	Xi_an	come	lɛ²⁴	lɛ²⁴	l ɛ ²⁴	l ɛ ²⁴	COME	703	107	109	52	來	來		來	i n t	
3921	Chengdu	come	lai²¹	lai²¹	l ai ²¹	l a i ²¹	COME	703	107	109	52	來	來		來	i n N t	
3922	Nanjing	come	nɛ¹³	nɛ¹³	n ɛ ¹³	n ɛ ¹³	COME	703	107	109	52	來	來		來	i n t	
3923	Jixi	come	na⁴⁴	na⁴⁴	n a ⁴⁴	n a ⁴⁴	COME	703	107	109	52	來	來		來	i n t	
3924	Suzhou	come	lᴇ¹³	le̞¹³	l e̞ ¹³	l e̞ ¹³	COME	703	107	109	52	來	來		來	i n t	
3925	Wenzhou	come	tsau²⁴²⁻²⁴ lo⁰	tsau²⁴²+lo⁰	ts au ²⁴² + l o ⁰	ts a u ²⁴/²⁴² + l o ⁰	_come COME	531 703	107	110	52	走來	走 來		來	i n N t + i n t	
3926	Changsha	come	lai¹³	lai¹³	l ai ¹³	l a i ¹³	COME	703	107	109	52	來	來		來	i n N t	
3927	Loudi	come	le¹³	le¹³	l e ¹³	l e ¹³	COME	703	107	109	52	來	來		來	i n t	
3928	Nanchang	come	lai⁴⁵	lai⁴⁵	l ai ⁴⁵	l a i ⁴⁵	COME	703	107	109	52	來	來		來	i n N t	
3929	Meixian	come	loi¹¹	loi¹¹	l oi ¹¹	l o i ¹¹	COME	703	107	109	52	來	來		來	i n N t	
3930	Guilin	come	lai²²	lai²²	l ai ²²	l a i ²²	COME	703	107	109	52	來	來		來	i n N t	
3931	Guangzhou	come	lɔi²¹	lɔi²¹	l ɔi ²¹	l ɔ i ²¹	COME	703	107	109	52	來	來		來	i n N t	
3932	Fuzhou	come	li³²	li³²	l i ³²	l i ³²	COME	703	107	109	52	來	來		來	i n t	
3933	Xiamen	come	lai²⁴	lai²⁴	l ai ²⁴	l a i ²⁴	COME	703	107	109	52	來	來		來	i n N t	
3934	Beijing	old	lɑu²¹⁴	lɑu²¹⁴	l ɑu ²¹⁴	l ɑ u ²¹⁴	OLD	27	671	576	297	老	老		老	i n N t	
3935	Ha_erbin	old	lau²¹³	lau²¹³	l au ²¹³	l a u ²¹³	OLD	27	671	576	297	老	老		老	i n N t	
3936	Jinan	old	lɔ⁴⁵	lɔ⁴⁵	l ɔ ⁴⁵	l ɔ ⁴⁵	OLD	27	671	576	297	老	老		老	i n t	
3937	Rongcheng	old	lau²¹⁴	lau²¹⁴	l au ²¹⁴	l a u ²¹⁴	OLD	27	671	576	297	老	老		老	i n N t	
3938	Taiyuan	old	lau⁵³	lau⁵³	l au ⁵³	l a u ⁵³	OLD	27	671	576	297	老	老		老	i n N t	
3939	Xi_an	old	lɑu⁵³	lɑu⁵³	l ɑu ⁵³	l ɑ u ⁵³	OLD	27	671	576	297	老	老		老	i n N t	
3940	Chengdu	old	lau⁵³	lau⁵³	l au ⁵³	l a u ⁵³	OLD	27	671	576	297	老	老		老	i n N t	
3941	Nanjing	old	lɔ¹¹	lɔ¹¹	l ɔ ¹¹	l ɔ ¹¹	OLD	27	671	576	297	老	老		老	i n t	
3942	Jixi	old	nɤ²¹³	nɤ²¹³	n ɤ ²¹³	n ɤ ²¹³	OLD	27	671	576	297	老	老		老	i n t	
3943	Suzhou	old	læ²³¹	læ²³¹	l æ ²³¹	l æ ²³¹	OLD	27	671	576	297	老	老		老	i n t	
3944	Wenzhou	old	lə²⁴	lə²⁴	l ə ²⁴	l ə ²⁴	OLD	27	671	576	297	老	老		老	i n t	
3945	Changsha	old	lau⁴¹	lau⁴¹	l au ⁴¹	l a u ⁴¹	OLD	27	671	576	297	老	老		老	i n N t	
3946	Loudi	old	lɤ⁴²	lɤ⁴²	l ɤ ⁴²	l ɤ ⁴²	OLD	27	671	576	297	老	老		老	i n t	
3947	Nanchang	old	lau²¹³	lau²¹³	l au ²¹³	l a u ²¹³	OLD	27	671	576	297	老	老		老	i n N t	
3948	Meixian	old	lau³¹	lau³¹	l au ³¹	l a u ³¹	OLD	27	671	576	297	老	老		老	i n N t	
3949	Guilin	old	lɑu²³	lɑu²³	l ɑu ²³	l ɑ u ²³	OLD	27	671	576	297	老	老		老	i n N t	
3950	Guangzhou	old	lou²³	lou²³	l ou ²³	l o u ²³	OLD	27	671	576	297	老	老		老	i n N t	
3951	Fuzhou	old	lau²⁴²	lau²⁴²	l au ²⁴²	l a u ²⁴²	OLD	27	671	576	297	老	老		老	i n N t	
3952	Fuzhou	old	lo³²	lo³²	l o ³²	l o ³²	OLD	27	671	576	297	老	老		老	i n t	
3953	Xiamen	old	lau²²	lau²²	l au ²²	l a u ²²	OLD	27	671	576	297	老	老		老	i n N t	
3954	Beijing	cold	ləŋ²¹⁴	ləŋ²¹⁴	l ə ŋ ²¹⁴	l ə ŋ ²¹⁴	COLD	391	103	105	48	冷	冷		冷	i n c t	
3955	Ha_erbin	cold	ləŋ²¹³	ləŋ²¹³	l ə ŋ ²¹³	l ə ŋ ²¹³	COLD	391	103	105	48	冷	冷		冷	i n c t	
3956	Jinan	cold	ləŋ⁴⁵	ləŋ⁴⁵	l ə ŋ ⁴⁵	l ə ŋ ⁴⁵	COLD	391	103	105	48	冷	冷		冷	i n c t	
3957	Rongcheng	cold	ləŋ²¹⁴	ləŋ²¹⁴	l ə ŋ ²¹⁴	l ə ŋ ²¹⁴	COLD	391	103	105	48	冷	冷		冷	i n c t	
3958	Taiyuan	cold	ləŋ⁵³	ləŋ⁵³	l ə ŋ ⁵³	l ə ŋ ⁵³	COLD	391	103	105	48	冷	冷		冷	i n c t	
3959	Xi_an	cold	ləŋ⁵³	ləŋ⁵³	l ə ŋ ⁵³	l ə ŋ ⁵³	COLD	391	103	105	48	冷	冷		冷	i n c t	
3960	Chengdu	cold	nən⁵³	nən⁵³	n ə n ⁵³	n ə n ⁵³	COLD	391	103	105	48	冷	冷		冷	i n c t	
3961	Nanjing	cold	lən¹¹	lən¹¹	l ə n ¹¹	l ə n ¹¹	COLD	391	103	105	48	冷	冷		冷	i n c t	
3962	Jixi	cold	nẽ²¹³	nẽ²¹³	n ẽ ²¹³	n ẽ ∼ ²¹³	COLD	391	103	105	48	冷	冷		冷	i n c t	
3963	Suzhou	cold	la²³¹	la²³¹	l a ²³¹	l a ²³¹	COLD	391	103	105	48	冷	冷		冷	i n t	
3964	Wenzhou	cold	liɛ²⁴²	ljɛ²⁴²	l j ɛ ²⁴²	l i ɛ ²⁴²	COLD	391	103	105	48	冷	冷		冷	i m n t	
3965	Changsha	cold	lən⁴¹	lən⁴¹	l ə n ⁴¹	l ə n ⁴¹	COLD	391	103	105	48	冷	冷		冷	i n c t	
3966	Loudi	cold	niɔ̃⁴²	njɔ̃⁴²	n j ɔ̃ ⁴²	n i ɔ̃ ∼ ⁴²	COLD	391	103	105	48	冷	冷		冷	i m n c t	
3967	Nanchang	cold	laŋ²¹³	laŋ²¹³	l a ŋ ²¹³	l a ŋ ²¹³	COLD	391	103	105	48	冷	冷		冷	i n c t	
3968	Meixian	cold	laŋ³³	laŋ³³	l a ŋ ³³	l a ŋ ³³	COLD	391	103	105	48	冷	冷		冷	i n c t	
3969	Guilin	cold	lei²³	lei²³	l ei ²³	l e i ²³	COLD	391	103	105	48	冷	冷		冷	i n N t	
3970	Guangzhou	cold	laŋ²³	laŋ²³	l a ŋ ²³	l a ŋ ²³	COLD	391	103	105	48	冷	冷		冷	i n c t	
3971	Fuzhou	cold	kaŋ⁵³	kaŋ⁵³	k a ŋ ⁵³	k a ŋ ⁵³	COLD	704	104	106	49	寒	寒		冷	i n c t	
3972	Fuzhou	cold	tɔyŋ²¹²	tɔyŋ²¹²	t ɔy ŋ ²¹²	t ɔ y ŋ ²¹²	COLD	679	106	107	50	凍	凍		冷	i n N c t	
3973	Fuzhou	cold	tsʰiŋ²¹²	tsʰiŋ²¹²	tsʰ i ŋ ²¹²	tsʰ i ŋ ²¹²	COLD	705	105	108	51	凊	凊		冷	i n c t	
3974	Xiamen	cold	liŋ⁵³	liŋ⁵³	l i ŋ ⁵³	l i ŋ ⁵³	COLD	391	103	105	48	冷	冷		冷	i n c t	
3975	Xiamen	cold	tsʰin²¹	tsʰin²¹	tsʰ i n ²¹	tsʰ i n ²¹	COLD	705	105	108	51	凊	凊		冷	i n c t	
3976	Xiamen	cold	kuã²⁴	kwã²⁴	k w ã ²⁴	k u ã ∼ ²⁴	COLD	704	104	106	49	寒	寒		冷	i m n c t	
3977	Beijing	flow	liou³⁵	ljou³⁵	l j ou ³⁵	l i o u ³⁵	FLOW	164	269	254	148	流	流		流	i m n N t	
3978	Ha_erbin	flow	liou²⁴	ljou²⁴	l j ou ²⁴	l i o u ²⁴	FLOW	164	269	254	148	流	流		流	i m n N t	
3979	Jinan	flow	liou⁵³	ljou⁵³	l j ou ⁵³	l i o u ⁵³	FLOW	164	269	254	148	流	流		流	i m n N t	
3980	Rongcheng	flow	liou³⁵	ljou³⁵	l j ou ³⁵	l i o u ³⁵	FLOW	164	269	254	148	流	流		流	i m n N t	
3981	Taiyuan	flow	liəu²¹	ljəu²¹	l j əu ²¹	l i ə u ²¹	FLOW	164	269	254	148	流	流		流	i m n N t	
3982	Xi_an	flow	liou²⁴	ljou²⁴	l j ou ²⁴	l i o u ²⁴	FLOW	164	269	254	148	流	流		流	i m n N t	
3983	Chengdu	flow	liəu²¹	ljəu²¹	l j əu ²¹	l i ə u ²¹	FLOW	164	269	254	148	流	流		流	i m n N t	
3984	Nanjing	flow	tʰɑ̃¹¹	tʰɑ̃¹¹	tʰ ɑ̃ ¹¹	tʰ ɑ̃ ∼ ¹¹	FLOW	706	270	255	149	淌	淌		流	i n c t	
3985	Nanjing	flow	ȵiəɯ¹³	ɲjəɯ¹³	ɲ j əɯ ¹³	ɲ i ə ɯ ¹³	FLOW	164	269	254	148	流	流		流	i m n N t	
3986	Jixi	flow	ni⁴⁴	ni⁴⁴	n i ⁴⁴	n i ⁴⁴	FLOW	164	269	254	148	流	流		流	i n t	
3987	Suzhou	flow	tʰɑ̃⁵²	tʰɑ̃⁵²	tʰ ɑ̃ ⁵²	tʰ ɑ̃ ∼ ⁵²	FLOW	706	270	255	149	淌	淌		流	i n c t	
3988	Wenzhou	flow	lɤu³⁴¹	lɤu³⁴¹	l ɤu ³⁴¹	l ɤ u ³⁴¹	FLOW	164	269	254	148	流	流		流	i n N t	
3989	Changsha	flow	liəu¹³	ljəu¹³	l j əu ¹³	l i ə u ¹³	FLOW	164	269	254	148	流	流		流	i m n N t	
3990	Loudi	flow	lio¹³	lio¹³	l io ¹³	l i o ¹³	FLOW	164	269	254	148	流	流		流	i n N t	
3991	Nanchang	flow	liu⁴⁵	lju⁴⁵	l j u ⁴⁵	l i u ⁴⁵	FLOW	164	269	254	148	流	流		流	i m n t	
3992	Meixian	flow	liu¹¹	lju¹¹	l j u ¹¹	l i u ¹¹	FLOW	164	269	254	148	流	流		流	i m n t	
3993	Guilin	flow	liou²²	ljou²²	l j ou ²²	l i o u ²²	FLOW	164	269	254	148	流	流		流	i m n N t	
3994	Guangzhou	flow	lɐu²¹	lɐu²¹	l ɐu ²¹	l ɐ u ²¹	FLOW	164	269	254	148	流	流		流	i n N t	
3995	Fuzhou	flow	lau⁵³	lau⁵³	l au ⁵³	l a u ⁵³	FLOW	164	269	254	148	流	流		流	i n N t	
3996	Xiamen	flow	lau²⁴	lau²⁴	l au ²⁴	l a u ²⁴	FLOW	164	269	254	148	流	流		流	i n N t	
3997	Beijing	path	lu⁵¹	lu⁵¹	l u ⁵¹	l u ⁵¹	PATH	707	674	579	300	路	路		路	i n t	
3998	Ha_erbin	path	lu⁵³	lu⁵³	l u ⁵³	l u ⁵³	PATH	707	674	579	300	路	路		路	i n t	
3999	Ha_erbin	path	taur⁵³	tau⁵³	t au ⁵³	t a˞/a u ⁵³	PATH	495	675	580	302	道兒	道		路	i nr N t	
4000	Jinan	path	lu³¹	lu³¹	l u ³¹	l u ³¹	PATH	707	674	579	300	路	路		路	i n t	
4001	Rongcheng	path	tɔr³³⁴	tɔ³³⁴	t ɔ ³³⁴	t ɔ˞/ɔ ³³⁴	PATH	495	675	580	302	道兒	道		路	i nr t	
4002	Taiyuan	path	lu⁴⁵	lu⁴⁵	l u ⁴⁵	l u ⁴⁵	PATH	707	674	579	300	路	路		路	i n t	
4003	Xi_an	path	lou⁴⁴	lou⁴⁴	l ou ⁴⁴	l o u ⁴⁴	PATH	707	674	579	300	路	路		路	i n N t	
4004	Chengdu	path	nu²¹³	nu²¹³	n u ²¹³	n u ²¹³	PATH	707	674	579	300	路	路		路	i n t	
4005	Nanjing	path	lu⁴⁴	lu⁴⁴	l u ⁴⁴	l u ⁴⁴	PATH	707	674	579	300	路	路		路	i n t	
4006	Jixi	path	nu³¹	nu³¹	n u ³¹	n u ³¹	PATH	707	674	579	300	路	路		路	i n t	
4007	Suzhou	path	ləu²³¹	ləu²³¹	l əu ²³¹	l ə u ²³¹	PATH	707	674	579	300	路	路		路	i n N t	
4008	Wenzhou	path	løy²²	løy²²	l øy ²²	l ø y ²²	PATH	707	674	579	300	路	路		路	i n N t	
4009	Changsha	path	ləu¹¹	ləu¹¹	l əu ¹¹	l ə u ¹¹	PATH	707	674	579	300	路	路		路	i n N t	
4010	Loudi	path	lɤu¹¹	lɤu¹¹	l ɤu ¹¹	l ɤ u ¹¹	PATH	707	674	579	300	路	路		路	i n N t	
4011	Nanchang	path	lu²¹	lu²¹	l u ²¹	l u ²¹	PATH	707	674	579	300	路	路		路	i n t	
4012	Meixian	path	lu⁵³	lu⁵³	l u ⁵³	l u ⁵³	PATH	707	674	579	300	路	路		路	i n t	
4013	Guilin	path	lu²¹	lu²¹	l u ²¹	l u ²¹	PATH	707	674	579	300	路	路		路	i n t	
4014	Guangzhou	path	lou²²	lou²²	l ou ²²	l o u ²²	PATH	707	674	579	300	路	路		路	i n N t	
4015	Fuzhou	path	tuo²⁴²	two²⁴²	t w o ²⁴²	t u o ²⁴²	PATH	708	676	581	301	墿	墿		路	i m n t	
4016	Xiamen	path	lɔ²²	lɔ²²	l ɔ ²²	l ɔ ²²	PATH	707	674	579	300	路	路		路	i n t	
4017	Beijing	green	ly⁵¹	ly⁵¹	l y ⁵¹	l y ⁵¹	GREEN	709	334	302	184	綠	綠		綠	i n t	
4018	Ha_erbin	green	ly⁵³	ly⁵³	l y ⁵³	l y ⁵³	GREEN	709	334	302	184	綠	綠		綠	i n t	
4019	Jinan	green	ly³¹	ly³¹	l y ³¹	l y ³¹	GREEN	709	334	302	184	綠	綠		綠	i n t	
4020	Rongcheng	green	ly²¹⁴	ly²¹⁴	l y ²¹⁴	l y ²¹⁴	GREEN	709	334	302	184	綠	綠		綠	i n t	
4021	Taiyuan	green	ly⁴⁵	ly⁴⁵	l y ⁴⁵	l y ⁴⁵	GREEN	709	334	302	184	綠	綠		綠	i n t	
4022	Xi_an	green	liou²¹	ljou²¹	l j ou ²¹	l i o u ²¹	GREEN	709	334	302	184	綠	綠		綠	i m n N t	
4023	Chengdu	green	nu²¹	nu²¹	n u ²¹	n u ²¹	GREEN	709	334	302	184	綠	綠		綠	i n t	
4024	Nanjing	green	luʔ⁵	luʔ⁵	l u ʔ ⁵	l u ʔ ⁵	GREEN	709	334	302	184	綠	綠		綠	i n c t	
4025	Jixi	green	nɤʔ²³*	nɤʔ²³	n ɤ ʔ ²³	n ɤ ʔ ²³*/²³	GREEN	709	334	302	184	綠	綠		綠	i n c t	
4026	Suzhou	green	loʔ²³*	loʔ²³	l o ʔ ²³	l o ʔ ²³*/²³	GREEN	709	334	302	184	綠	綠		綠	i n c t	
4027	Wenzhou	green	lo²¹	lo²¹	l o ²¹	l o ²¹	GREEN	709	334	302	184	綠	綠		綠	i n t	
4028	Changsha	green	ləu²⁴	ləu²⁴	l əu ²⁴	l ə u ²⁴	GREEN	709	334	302	184	綠	綠		綠	i n N t	
4029	Loudi	green	lɤu³⁵	lɤu³⁵	l ɤu ³⁵	l ɤ u ³⁵	GREEN	709	334	302	184	綠	綠		綠	i n N t	
4030	Nanchang	green	liuʔ⁵	ljuʔ⁵	l j u ʔ ⁵	l i u ʔ ⁵	GREEN	709	334	302	184	綠	綠		綠	i m n c t	
4031	Meixian	green	liuk⁵	ljuk⁵	l j u k ⁵	l i u k ⁵	GREEN	709	334	302	184	綠	綠		綠	i m n c t	
4032	Guilin	green	liou⁵⁵	ljou⁵⁵	l j ou ⁵⁵	l i o u ⁵⁵	GREEN	709	334	302	184	綠	綠		綠	i m n N t	
4033	Guangzhou	green	lok²	lok²	l o k ²	l o k ²	GREEN	709	334	302	184	綠	綠		綠	i n c t	
4034	Fuzhou	green	luoʔ⁵	lwoʔ⁵	l w o ʔ ⁵	l u o ʔ ⁵	GREEN	709	334	302	184	綠	綠		綠	i m n c t	
4035	Xiamen	green	lik⁵	lik⁵	l i k ⁵	l i k ⁵	GREEN	709	334	302	184	綠	綠		綠	i n c t	
4036	Beijing	full	man²¹⁴	man²¹⁴	m a n ²¹⁴	m a n ²¹⁴	FULL	710	304	280	165	滿	滿		滿	i n c t	
4037	Ha_erbin	full	man²¹³	man²¹³	m a n ²¹³	m a n ²¹³	FULL	710	304	280	165	滿	滿		滿	i n c t	
4038	Jinan	full	mæ̃⁴⁵	mæ̃⁴⁵	m æ̃ ⁴⁵	m æ̃ ∼ ⁴⁵	FULL	710	304	280	165	滿	滿		滿	i n c t	
4039	Rongcheng	full	mɐn²¹⁴	mɐn²¹⁴	m ɐ n ²¹⁴	m ɐ n ²¹⁴	FULL	710	304	280	165	滿	滿		滿	i n c t	
4040	Taiyuan	full	mæ̃⁵³	mæ̃⁵³	m æ̃ ⁵³	m æ̃ ∼ ⁵³	FULL	710	304	280	165	滿	滿		滿	i n c t	
4041	Xi_an	full	mæ̃⁵³	mæ̃⁵³	m æ̃ ⁵³	m æ̃ ∼ ⁵³	FULL	710	304	280	165	滿	滿		滿	i n c t	
4042	Chengdu	full	man⁵³	man⁵³	m a n ⁵³	m a n ⁵³	FULL	710	304	280	165	滿	滿		滿	i n c t	
4043	Chengdu	full	pau²¹³	pau²¹³	p au ²¹³	p a u ²¹³	FULL	711	307	281	167	爆	爆		滿	i n N t	
4044	Nanjing	full	mɑ̃¹¹	mɑ̃¹¹	m ɑ̃ ¹¹	m ɑ̃ ∼ ¹¹	FULL	710	304	280	165	滿	滿		滿	i n c t	
4045	Jixi	full	mɑ̃²¹³	mɑ̃²¹³	m ɑ̃ ²¹³	m ɑ̃ ∼ ²¹³	FULL	710	304	280	165	滿	滿		滿	i n c t	
4046	Suzhou	full	mø²³¹	mø²³¹	m ø ²³¹	m ø ²³¹	FULL	710	304	280	165	滿	滿		滿	i n t	
4047	Wenzhou	full	mø²⁴²	mø²⁴²	m ø ²⁴²	m ø ²⁴²	FULL	710	304	280	165	滿	滿		滿	i n t	
4048	Changsha	full	mõ⁴¹	mõ⁴¹	m õ ⁴¹	m õ ∼ ⁴¹	FULL	710	304	280	165	滿	滿		滿	i n c t	
4049	Loudi	full	mẽ⁴²	mẽ⁴²	m ẽ ⁴²	m ẽ ∼ ⁴²	FULL	710	304	280	165	滿	滿		滿	i n c t	
4050	Nanchang	full	mon²¹³	mon²¹³	m o n ²¹³	m o n ²¹³	FULL	710	304	280	165	滿	滿		滿	i n c t	
4051	Meixian	full	man³³	man³³	m a n ³³	m a n ³³	FULL	710	304	280	165	滿	滿		滿	i n c t	
4052	Guilin	full	mã²³	mã²³	m ã ²³	m ã ∼ ²³	FULL	710	304	280	165	滿	滿		滿	i n c t	
4053	Guangzhou	full	mun²³	mun²³	m u n ²³	m u n ²³	FULL	710	304	280	165	滿	滿		滿	i n c t	
4054	Fuzhou	full	ko²¹²⁻⁵⁵ louŋ⁵³	ko²¹²+louŋ⁵³	k o ²¹² + l ou ŋ ⁵³	k o ⁵⁵/²¹² + l o u ŋ ⁵³	FULL _full	56 57	305	282	166	個郎	個 郎		滿	i n t + i n N c t	
4055	Fuzhou	full	muaŋ³²	mwaŋ³²	m w a ŋ ³²	m u a ŋ ³²	FULL	710	304	280	165	滿	滿		滿	i m n c t	
4056	Xiamen	full	muã⁵³	mwã⁵³	m w ã ⁵³	m u ã ∼ ⁵³	FULL	710	304	280	165	滿	滿		滿	i m n c t	
4057	Beijing	name	miŋ³⁵ tsɿ⁰	miŋ³⁵+tsɿ⁰	m i ŋ ³⁵ + ts ɿ ⁰	m i ŋ ³⁵ + ts ɿ ⁰	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4058	Ha_erbin	name	miŋ²⁴ tsɿ⁰	miŋ²⁴+tsɿ⁰	m i ŋ ²⁴ + ts ɿ ⁰	m i ŋ ²⁴ + ts ɿ ⁰	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4059	Jinan	name	miŋ⁵³⁻⁴⁵ tsɿ⁰	miŋ⁵³+tsɿ⁰	m i ŋ ⁵³ + ts ɿ ⁰	m i ŋ ⁴⁵/⁵³ + ts ɿ ⁰	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4060	Rongcheng	name	miŋ⁵² tsɿ⁰	miŋ⁵²+tsɿ⁰	m i ŋ ⁵² + ts ɿ ⁰	m i ŋ ⁵² + ts ɿ ⁰	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4061	Taiyuan	name	miŋ²¹ tsɿ⁴⁵	miŋ²¹+tsɿ⁴⁵	m i ŋ ²¹ + ts ɿ ⁴⁵	m i ŋ ²¹ + ts ɿ ⁴⁵	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4062	Xi_an	name	miŋ²⁴ tsɿ⁰	miŋ²⁴+tsɿ⁰	m i ŋ ²⁴ + ts ɿ ⁰	m i ŋ ²⁴ + ts ɿ ⁰	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4063	Chengdu	name	min²¹⁻⁵⁵ tsɿ²¹³⁻²¹	min²¹+tsɿ²¹³	m i n ²¹ + ts ɿ ²¹³	m i n ⁵⁵/²¹ + ts ɿ ²¹/²¹³	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4064	Nanjing	name	min¹³⁻²¹ sɿ⁰	min¹³+sɿ⁰	m i n ¹³ + s ɿ ⁰	m i n ²¹/¹³ + s ɿ ⁰	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4065	Jixi	name	miɑ̃⁴⁴⁻³⁵ tsʰɿ³¹	mjɑ̃⁴⁴+tsʰɿ³¹	m j ɑ̃ ⁴⁴ + tsʰ ɿ ³¹	m i ɑ̃ ∼ ³⁵/⁴⁴ + tsʰ ɿ ³¹	NAME _name	712 469	622	531	282	名字	名 字		名字	i m n c t + i n t	
4066	Suzhou	name	min¹³⁻²² zɿ²³¹	min¹³+zɿ²³¹	m i n ¹³ + z ɿ ²³¹	m i n ²²/¹³ + z ɿ ²³¹	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4067	Wenzhou	name	meŋ³⁴¹⁻²² zɿ²²⁻⁴¹	meŋ³⁴¹+zɿ²²	m e ŋ ³⁴¹ + z ɿ ²²	m e ŋ ²²/³⁴¹ + z ɿ ⁴¹/²²	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4068	Changsha	name	min¹³ tsɿ⁰	min¹³+tsɿ⁰	m i n ¹³ + ts ɿ ⁰	m i n ¹³ + ts ɿ ⁰	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4069	Loudi	name	miɔ̃¹³ dzɿ¹¹⁻¹	mjɔ̃¹³+dzɿ¹¹	m j ɔ̃ ¹³ + dz ɿ ¹¹	m i ɔ̃ ∼ ¹³ + dz ɿ ¹/¹¹	NAME _name	712 469	622	531	282	名字	名 字		名字	i m n c t + i n t	
4070	Nanchang	name	miaŋ⁴⁵ tsɿ⁰	mjaŋ⁴⁵+tsɿ⁰	m j a ŋ ⁴⁵ + ts ɿ ⁰	m i a ŋ ⁴⁵ + ts ɿ ⁰	NAME _name	712 469	622	531	282	名字	名 字		名字	i m n c t + i n t	
4071	Meixian	name	miaŋ¹¹ sɿ⁵³	mjaŋ¹¹+sɿ⁵³	m j a ŋ ¹¹ + s ɿ ⁵³	m i a ŋ ¹¹ + s ɿ ⁵³	NAME _name	712 469	622	531	282	名字	名 字		名字	i m n c t + i n t	
4072	Guilin	name	mei²² tsɿ²¹	mei²²+tsɿ²¹	m ei ²² + ts ɿ ²¹	m e i ²² + ts ɿ ²¹	NAME _name	712 469	622	531	282	名字	名 字		名字	i n N t + i n t	
4073	Guangzhou	name	mɛŋ²¹ tsi²²	mɛŋ²¹+tsi²²	m ɛ ŋ ²¹ + ts i ²²	m ɛ ŋ ²¹ + ts i ²²	NAME _name	712 469	622	531	282	名字	名 字		名字	i n c t + i n t	
4074	Fuzhou	name	miaŋ⁵³⁻²¹ ʒɛi²⁴²	mjaŋ⁵³+ʒɛi²⁴²	m j a ŋ ⁵³ + ʒ ɛi ²⁴²	m i a ŋ ²¹/⁵³ + ʒ ɛ i ²⁴²	NAME _name	712 469	622	531	282	名字	名 字		名字	i m n c t + i n N t	
4075	Xiamen	name	miã²⁴⁻²² li²²	mjã²⁴+li²²	m j ã ²⁴ + l i ²²	m i ã ∼ ²²/²⁴ + l i ²²	NAME _name	712 469	622	531	282	名字	名 字		名字	i m n c t + i n t	
4076	Beijing	mather	mi²¹⁴⁻²¹ tɕʰin⁵⁵	mi²¹⁴+tɕʰin⁵⁵	m i ²¹⁴ + tɕʰ i n ⁵⁵	m i ²¹/²¹⁴ + tɕʰ i n ⁵⁵	MATHER _mather	157 612	598	506	274	母親	母 親		母親	i n t + i n c t	
4077	Ha_erbin	mather	m⁴⁴	m⁴⁴	m ⁴⁴	m ⁴⁴	MATHER	50	597	507	275	媽	媽		母親	i t	
